ticker	date	open	high	low	close
ZEN	21/07/2020	8.077	8.356	7.978	8.112
ZEN	22/07/2020	8.016	8.246	7.99	8.119
ZEN	23/07/2020	8.119	9.14	8.09	8.783
ZEN	24/07/2020	8.79	9.637	8.648	9.545
ZEN	25/07/2020	9.545	9.579	9.176	9.176
ZEN	26/07/2020	9.176	9.313	8.689	9.313
ZEN	27/07/2020	9.313	9.621	8.213	8.811
ZEN	28/07/2020	8.811	8.918	8.114	8.452
ZEN	29/07/2020	8.452	8.563	8.162	8.179
ZEN	30/07/2020	8.179	8.41	8.053	8.242
ZEN	31/07/2020	8.218	8.36	7.95	8.029
ZEN	01/08/2020	8.008	9.331	7.941	8.602
ZEN	02/08/2020	8.602	9.379	7.967	8.487
ZEN	03/08/2020	8.487	9.356	8.331	8.736
ZEN	04/08/2020	8.736	9.221	8.727	9.037
ZEN	05/08/2020	9.076	9.749	8.863	9.314
ZEN	06/08/2020	9.314	9.764	9.118	9.536
ZEN	07/08/2020	9.538	10.08	9.424	9.599
ZEN	08/08/2020	9.603	11.43	9.58	10.65
ZEN	09/08/2020	10.65	11.28	10.23	10.46
ZEN	10/08/2020	10.46	10.85	10.02	10.26
ZEN	11/08/2020	10.26	10.99	9.975	10.36
ZEN	12/08/2020	10.36	11.06	10.19	10.42
ZEN	13/08/2020	10.42	10.58	9.804	10.17
ZEN	14/08/2020	10.17	10.64	10.14	10.5
ZEN	15/08/2020	10.5	10.58	9.912	10.07
ZEN	16/08/2020	10.06	10.12	9.527	9.981
ZEN	17/08/2020	9.98	10.36	9.82	10.26
ZEN	18/08/2020	10.26	10.29	9.432	9.624
ZEN	19/08/2020	9.624	9.667	8.734	8.971
ZEN	20/08/2020	8.97	9.593	8.917	9.432
ZEN	21/08/2020	9.433	10.77	9.424	9.694
ZEN	22/08/2020	9.699	10.2	9.101	9.795
ZEN	23/08/2020	9.795	9.827	9.222	9.291
ZEN	24/08/2020	9.344	9.495	9.201	9.456
ZEN	25/08/2020	9.456	9.517	8.389	8.723
ZEN	26/08/2020	8.72	8.969	8.664	8.829
ZEN	27/08/2020	8.833	8.844	8.236	8.312
ZEN	28/08/2020	8.313	8.684	8.23	8.459
ZEN	29/08/2020	8.457	8.572	8.29	8.541
ZEN	30/08/2020	8.541	8.843	8.433	8.521
ZEN	31/08/2020	8.519	8.795	8.404	8.634
ZEN	01/09/2020	8.635	8.681	8.361	8.544
ZEN	02/09/2020	8.543	9.0	7.98	8.394
ZEN	03/09/2020	8.394	8.495	6.891	7.142
ZEN	04/09/2020	7.144	7.286	6.465	7.05
ZEN	05/09/2020	7.051	7.144	5.596	5.946
ZEN	06/09/2020	5.947	6.48	5.68	6.429
ZEN	07/09/2020	6.427	6.449	5.861	6.18
ZEN	08/09/2020	6.177	6.341	5.92	5.927
ZEN	09/09/2020	5.927	6.22	5.744	6.075
ZEN	10/09/2020	6.077	6.518	6.052	6.289
ZEN	11/09/2020	6.287	6.609	6.024	6.455
ZEN	12/09/2020	6.456	6.659	6.391	6.597
ZEN	13/09/2020	6.599	6.63	6.013	6.233
ZEN	14/09/2020	6.232	6.53	6.163	6.372
ZEN	15/09/2020	6.373	6.456	6.082	6.182
ZEN	16/09/2020	6.185	6.29	5.975	6.148
ZEN	17/09/2020	6.147	6.286	6.029	6.13
ZEN	18/09/2020	6.13	6.252	6.009	6.05
ZEN	19/09/2020	6.051	6.133	5.874	5.93
ZEN	20/09/2020	5.933	6.033	5.746	5.773
ZEN	21/09/2020	5.773	5.981	5.346	5.471
ZEN	22/09/2020	5.471	5.618	5.25	5.577
ZEN	23/09/2020	5.575	5.795	5.371	5.394
ZEN	24/09/2020	5.393	6.014	5.349	5.909
ZEN	25/09/2020	5.91	6.106	5.722	6.064
ZEN	26/09/2020	6.065	6.074	5.811	5.909
ZEN	27/09/2020	5.91	5.989	5.592	5.678
ZEN	28/09/2020	5.682	5.906	5.682	5.728
ZEN	29/09/2020	5.729	5.746	5.506	5.569
ZEN	30/09/2020	5.574	5.74	5.56	5.633
ZEN	01/10/2020	5.634	5.945	5.305	5.438
ZEN	02/10/2020	5.439	5.481	5.099	5.241
ZEN	03/10/2020	5.241	5.392	5.215	5.355
ZEN	04/10/2020	5.358	5.398	5.245	5.332
ZEN	05/10/2020	5.336	5.5	5.305	5.414
ZEN	06/10/2020	5.413	5.435	5.142	5.158
ZEN	07/10/2020	5.159	5.209	5.099	5.127
ZEN	08/10/2020	5.126	5.322	5.059	5.288
ZEN	09/10/2020	5.29	5.458	5.155	5.438
ZEN	10/10/2020	5.438	5.627	5.433	5.613
ZEN	11/10/2020	5.611	7.895	5.514	7.002
ZEN	12/10/2020	6.991	7.042	6.216	6.359
ZEN	13/10/2020	6.367	6.367	6.034	6.175
ZEN	14/10/2020	6.177	6.375	6.08	6.107
ZEN	15/10/2020	6.106	6.681	5.793	6.19
ZEN	16/10/2020	6.189	6.233	5.845	6.135
ZEN	17/10/2020	6.134	6.265	6.021	6.082
ZEN	18/10/2020	6.08	6.096	5.901	5.999
ZEN	19/10/2020	5.989	6.013	5.803	5.811
ZEN	20/10/2020	5.814	5.82	5.457	5.588
ZEN	21/10/2020	5.59	5.932	5.499	5.821
ZEN	22/10/2020	5.818	5.999	5.646	5.902
ZEN	23/10/2020	5.887	5.927	5.699	5.72
ZEN	24/10/2020	5.713	5.834	5.704	5.725
ZEN	25/10/2020	5.731	5.86	5.594	5.689
ZEN	26/10/2020	5.689	5.823	5.595	5.653
ZEN	27/10/2020	5.653	5.766	5.437	5.492
ZEN	28/10/2020	5.492	5.518	5.194	5.323
ZEN	29/10/2020	5.323	5.935	5.288	5.505
ZEN	30/10/2020	5.508	5.611	5.28	5.435
ZEN	31/10/2020	5.433	5.688	5.345	5.604
ZEN	01/11/2020	5.604	5.655	5.506	5.554
ZEN	02/11/2020	5.554	5.67	5.442	5.505
